,donor_code,donor_name,recipient_code,recipient_name,sector_code,sector_name,measure_code,measure_name,channel_code,channel_name,flow_code,flow_name,flow_type_code,flow_type_name,data_type_code,amount_type,md_dim_name,md_id,unit_measure_code,unit_measure_name,year,value,base_period,status_name,unit_multiplier,donor_agency_code,crs_id,project_id,region_code,income_group_code,channel_delivery_code,channel_delivery_name,category_code,category_name,finance_type_code,finance_type_name,bi_multi_code,short_description,project_title,long_description,sdg_focus,gender_equality,environment,governance,rmnch,drr,nutrition,disability,biodiversity,climate_mitigation,climate_adaptation,desertification,amount_tied,amount_untied,nature_of_submission
10,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16030,Housing policy and administrative management,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,23543230,USD,US dollar,2019,0.000761,2022,Normal value,6,Charity Projects Ltd,2016000020,1463394,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,COMMUNITY DEVELOPMENT INITIATIVES,Community Development Initiatives,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Lack of skills, education, employment. Summary: Some of the poorest people in Nairobi currently scratch a living from scavenging on one of the largest rubbish dumps in Africa. Women and children work long hours in highly hazardous conditions for minimal pay. This proposal, which will be run by a local community group, aims to help some of these women make a fresh start, by offering them training in horticulture on land provided by a local school, and then linking them with markets for the produce. A share of the crops will go to the school and be used for feeding the children and providing the school with a small income. The government of the UK (DfID) funded 50 percent of this grant - this share is excluded to avoid double counting in the DAC statistics. Full grant commitment: GBP 234.534 thousand.",,,,,,,,,,,,,,,3
11,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,23543043,USD,US dollar,2019,0.012037,2022,Normal value,6,Charity Projects Ltd,2015000062,1289944,South of Sahara,LMICs,20000,International NGO,30,Private Development Finance,110,Standard grant,6,PRACTICAL ACTION,Practical Action,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Water and sanitation. Summary: Around one third of the worlds population have nowhere safe and clean to go to the toilet. In the slums of Kenya, even where pits have been dug they are usually full or have collapsed. Much more than just unpleasant, this leads to disease, then loss of work, schooling and a downward spiral. New laws in Kenya put health decisions at a local level. The project works at this level in Kisumu City to help people understand why clean safe toilets are important and to push for their provision. It trains communities and businesses to fund, build and maintain well designed toilets. Water and training on washing and hygiene will also be part of a package to improve peoples chance of a healthy life. Full grant commitment: GBP 998.862 thousand.",,,,,,,,,,,,,,,3
12,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,23543199,USD,US dollar,2019,0.048128,2022,Normal value,6,Charity Projects Ltd,2015000039,794829,South of Sahara,LMICs,20000,Developing country-based NGO,30,Private Development Finance,110,Standard grant,6,KENYA COMMUNITY DEVELOPMENT FOUNDATION,Kenya Community Development Foundation,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): NULL. Summary: Kibera, on the edge of Nairobi, is the largest slum in Africa, with over a million people living in crowded conditions. Few people are in school or have regular jobs. This grant will enable a well-respected Kenyan grant-making foundation to support local organisations based in Kibera with funds, training and advice, with a particular emphasis on youth, women and sustainability. These organisations will be encouraged to become self-supporting so that they can raise funding from other local donors and implement a wide variety of activities to help some of the poorest people improve their lives. In addition, the grant will facilitate some of Comic Reliefs communications work in Kibera. Full grant commitment: GBP 910.155 thousand.",,,,,,,,,,,,,,,3
13,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,23543582,USD,US dollar,2019,0.007046,2022,Normal value,6,Charity Projects Ltd,2015000100,796038,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,WAR ON WANT,War on Want,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Lack of voice, influence, agency. Summary: In Kenya most traders buy and sell in the street. This means constantly moving, or struggling to claim and keep their patch. Toilets and water are a rarity. By coming together and demanding recognition and basic facilities in return for the fees they pay, a national group is starting to change things.  This project will help increase membership of the group and ensure that the police and council officials understand what traders are allowed to do. It will also negotiate for traders to receive loans and train them in business skills. As their lives become more stable they will be able to increase earnings and improve their working conditions. Full grant commitment: GBP 590.719 thousand.",,,,,,,,,,,,,,,3
14,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16030,Housing policy and administrative management,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,19916926,USD,US dollar,2014,0.003701,2022,Normal value,6,Charity Projects Ltd,2014000021,530561,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,COMMUNITY DEVELOPMENT INITIATIVES,Community Development Initiatives,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Children and young people at risk, Slum dwellers, Trade, enterprise and employment. Summary: A continuous flow of trucks makes its way to a mountain of rubbish on the outskirts of Nairobi. As they add to it, small children are amongst the thousands who scavenge for value amongst the food, medical and other waste. Improbably, a group who came together through playing football, are now looking for better lives. They raised funds to train single mothers and young people, helping them get jobs while supporting children into local schools. This project will provide small grants for food and housing and provide further training. With proper jobs they can face a future outside the dump. More children will be provided with uniforms, books and support to help them into school. The government of the UK (DfID) funded 50 percent of this grant - this share is excluded to avoid double counting in the DAC statistics. Full grant commitment: GBP 10 thousand.",,1,0,0,2,,,,0,0,0,0,,,8
15,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16030,Housing policy and administrative management,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21142743,USD,US dollar,2016,0.008457,2022,Normal value,6,Charity Projects Ltd,2016000020,1463394,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,COMMUNITY DEVELOPMENT INITIATIVES,Community Development Initiatives,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Lack of skills, education, employment. Summary: Some of the poorest people in Nairobi currently scratch a living from scavenging on one of the largest rubbish dumps in Africa. Women and children work long hours in highly hazardous conditions for minimal pay. This proposal, which will be run by a local community group, aims to help some of these women make a fresh start, by offering them training in horticulture on land provided by a local school, and then linking them with markets for the produce. A share of the crops will go to the school and be used for feeding the children and providing the school with a small income. The government of the UK (DfID) funded 50 percent of this grant - this share is excluded to avoid double counting in the DAC statistics. Full grant commitment: GBP 234.534 thousand.",,1,0,0,0,,,,0,0,0,0,,,8
16,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16030,Housing policy and administrative management,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22138842,USD,US dollar,2017,0.002473,2022,Normal value,6,Charity Projects Ltd,2016000020,1463394,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,COMMUNITY DEVELOPMENT INITIATIVES,Community Development Initiatives,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Lack of skills, education, employment. Summary: Some of the poorest people in Nairobi currently scratch a living from scavenging on one of the largest rubbish dumps in Africa. Women and children work long hours in highly hazardous conditions for minimal pay. This proposal, which will be run by a local community group, aims to help some of these women make a fresh start, by offering them training in horticulture on land provided by a local school, and then linking them with markets for the produce. A share of the crops will go to the school and be used for feeding the children and providing the school with a small income. The government of the UK (DfID) funded 50 percent of this grant - this share is excluded to avoid double counting in the DAC statistics. Full grant commitment: GBP 234.534 thousand.",,1,0,0,0,,,,0,0,0,0,,,3
17,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16030,Housing policy and administrative management,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22138908,USD,US dollar,2017,0.008006,2022,Normal value,6,Charity Projects Ltd,2013900004,111443,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,AMNESTY INTERNATIONAL UK SECTION CHARIITABLE TRUST,Amnesty International UK Section Chariitable Trust,Primary goal (Comic Relief): NULL. Related issues (Comic Relief): Slum dweller. Summary: NULL.,,0,0,0,0,,,,0,0,0,0,,,3
18,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16030,Housing policy and administrative management,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22535208,USD,US dollar,2018,0.005964,2022,Normal value,6,Charity Projects Ltd,2013900004,111443,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,AMNESTY INTERNATIONAL UK SECTION CHARIITABLE TRUST,Amnesty International UK Section Chariitable Trust,Summary: NULL.,,0,0,0,0,0,0,0,0,0,0,0,,,3
19,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16030,Housing policy and administrative management,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22535228,USD,US dollar,2018,0.000676,2022,Normal value,6,Charity Projects Ltd,2016000020,1463394,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,COMMUNITY DEVELOPMENT INITIATIVES,Community Development Initiatives,"Summary: Some of the poorest people in Nairobi currently scratch a living from scavenging on one of the largest rubbish dumps in Africa. Women and children work long hours in highly hazardous conditions for minimal pay. This proposal, which will be run by a local community group, aims to help some of these women make a fresh start, by offering them training in horticulture on land provided by a local school, and then linking them with markets for the produce. A share of the crops will go to the school and be used for feeding the children and providing the school with a small income. The government of the UK (DfID) funded 50 percent of this grant - this share is excluded to avoid double counting in the DAC statistics. Full grant commitment: GBP 234.534 thousand.",,1,0,0,0,0,0,0,0,0,0,0,,,3
20,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20541741,USD,US dollar,2015,0.073448,2022,Normal value,6,Charity Projects Ltd,2015000062,1289944,South of Sahara,LMICs,20000,International NGO,30,Private Development Finance,110,Standard grant,6,PRACTICAL ACTION,Practical Action,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Water and sanitation. Summary: Around one third of the worlds population have nowhere safe and clean to go to the toilet. In the slums of Kenya, even where pits have been dug they are usually full or have collapsed. Much more than just unpleasant, this leads to disease, then loss of work, schooling and a downward spiral. New laws in Kenya put health decisions at a local level. The project works at this level in Kisumu City to help people understand why clean safe toilets are important and to push for their provision. It trains communities and businesses to fund, build and maintain well designed toilets. Water and training on washing and hygiene will also be part of a package to improve peoples chance of a healthy life. Full grant commitment: GBP 998.862 thousand.",,0,0,0,1,,,,0,0,0,0,,,8
21,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20541750,USD,US dollar,2015,0.401552,2022,Normal value,6,Charity Projects Ltd,2015000039,794829,South of Sahara,LMICs,20000,Developing country-based NGO,30,Private Development Finance,110,Standard grant,6,KENYA COMMUNITY DEVELOPMENT FOUNDATION,Kenya Community Development Foundation,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): NULL. Summary: Kibera, on the edge of Nairobi, is the largest slum in Africa, with over a million people living in crowded conditions. Few people are in school or have regular jobs. This grant will enable a well-respected Kenyan grant-making foundation to support local organisations based in Kibera with funds, training and advice, with a particular emphasis on youth, women and sustainability. These organisations will be encouraged to become self-supporting so that they can raise funding from other local donors and implement a wide variety of activities to help some of the poorest people improve their lives. In addition, the grant will facilitate some of Comic Reliefs communications work in Kibera. Full grant commitment: GBP 910.155 thousand.",,1,0,0,0,,,,0,0,0,0,,,8
22,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20541851,USD,US dollar,2015,0.043437,2022,Normal value,6,Charity Projects Ltd,2015000100,796038,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,WAR ON WANT,War on Want,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Lack of voice, influence, agency. Summary: In Kenya most traders buy and sell in the street. This means constantly moving, or struggling to claim and keep their patch. Toilets and water are a rarity. By coming together and demanding recognition and basic facilities in return for the fees they pay, a national group is starting to change things.  This project will help increase membership of the group and ensure that the police and council officials understand what traders are allowed to do. It will also negotiate for traders to receive loans and train them in business skills. As their lives become more stable they will be able to increase earnings and improve their working conditions. Full grant commitment: GBP 590.719 thousand.",,0,0,0,0,,,,0,0,0,0,,,8
23,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22138582,USD,US dollar,2017,0.019365,2022,Normal value,6,Charity Projects Ltd,2015000062,1289944,South of Sahara,LMICs,20000,International NGO,30,Private Development Finance,110,Standard grant,6,PRACTICAL ACTION,Practical Action,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Water and sanitation. Summary: Around one third of the worlds population have nowhere safe and clean to go to the toilet. In the slums of Kenya, even where pits have been dug they are usually full or have collapsed. Much more than just unpleasant, this leads to disease, then loss of work, schooling and a downward spiral. New laws in Kenya put health decisions at a local level. The project works at this level in Kisumu City to help people understand why clean safe toilets are important and to push for their provision. It trains communities and businesses to fund, build and maintain well designed toilets. Water and training on washing and hygiene will also be part of a package to improve peoples chance of a healthy life. Full grant commitment: GBP 998.862 thousand.",,0,0,0,1,,,,0,0,0,0,,,3
24,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22138925,USD,US dollar,2017,0.118252,2022,Normal value,6,Charity Projects Ltd,2015000039,794829,South of Sahara,LMICs,20000,Developing country-based NGO,30,Private Development Finance,110,Standard grant,6,KENYA COMMUNITY DEVELOPMENT FOUNDATION,Kenya Community Development Foundation,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): NULL. Summary: Kibera, on the edge of Nairobi, is the largest slum in Africa, with over a million people living in crowded conditions. Few people are in school or have regular jobs. This grant will enable a well-respected Kenyan grant-making foundation to support local organisations based in Kibera with funds, training and advice, with a particular emphasis on youth, women and sustainability. These organisations will be encouraged to become self-supporting so that they can raise funding from other local donors and implement a wide variety of activities to help some of the poorest people improve their lives. In addition, the grant will facilitate some of Comic Reliefs communications work in Kibera. Full grant commitment: GBP 910.155 thousand.",,1,0,0,0,,,,0,0,0,0,,,3
25,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22138935,USD,US dollar,2017,0.004339,2022,Normal value,6,Charity Projects Ltd,2015900004,796038,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,WAR ON WANT,War on Want,"Primary goal (Comic Relief): Slum dwellers. Related issues (Comic Relief): Lack of voice, influence, agency. Summary: In Kenya most traders buy and sell in the street. This means constantly moving, or struggling to claim and keep their patch. Toilets and water are a rarity. By coming together and demanding recognition and basic facilities in return for the fees they pay, a national group is starting to change things.  This project will help increase membership of the group and ensure that the police and council officials understand what traders are allowed to do. It will also negotiate for traders to receive loans and train them in business skills. As their lives become more stable they will be able to increase earnings and improve their working conditions. Full grant commitment: GBP 590.719 thousand.",,0,0,0,0,,,,0,0,0,0,,,3
26,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22532143,USD,US dollar,2018,0.007825,2022,Normal value,6,Charity Projects Ltd,2015000062,1289944,South of Sahara,LMICs,20000,International NGO,30,Private Development Finance,110,Standard grant,6,PRACTICAL ACTION,Practical Action,"Summary: Around one third of the worlds population have nowhere safe and clean to go to the toilet. In the slums of Kenya, even where pits have been dug they are usually full or have collapsed. Much more than just unpleasant, this leads to disease, then loss of work, schooling and a downward spiral. New laws in Kenya put health decisions at a local level. The project works at this level in Kisumu City to help people understand why clean safe toilets are important and to push for their provision. It trains communities and businesses to fund, build and maintain well designed toilets. Water and training on washing and hygiene will also be part of a package to improve peoples chance of a healthy life. Full grant commitment: GBP 998.862 thousand.",,0,0,1,0,0,0,0,0,0,0,0,,,3
27,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22535078,USD,US dollar,2018,0.049146,2022,Normal value,6,Charity Projects Ltd,2015000039,794829,South of Sahara,LMICs,20000,Developing country-based NGO,30,Private Development Finance,110,Standard grant,6,KENYA COMMUNITY DEVELOPMENT FOUNDATION,Kenya Community Development Foundation,"Summary: Kibera, on the edge of Nairobi, is the largest slum in Africa, with over a million people living in crowded conditions. Few people are in school or have regular jobs.",,1,0,0,0,0,0,0,0,0,0,0,,,3
28,1614,Charity Projects Ltd (Comic Relief),248,Kenya,16040,Low-cost housing,30,Private Development Finance,20000,NGOs & civil society,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22535291,USD,US dollar,2018,0.008311,2022,Normal value,6,Charity Projects Ltd,2015000100,796038,South of Sahara,LMICs,20000,Donor country-based NGO,30,Private Development Finance,110,Standard grant,6,WAR ON WANT,War on Want,"Summary: In Kenya most traders buy and sell in the street. This means constantly moving, or struggling to claim and keep their patch. Toilets and water are a rarity. By coming together and demanding recognition and basic facilities in return for the fees they pay, a national group is starting to change things.",,1,0,0,0,0,0,0,0,0,0,0,,,3
