text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,summary AI,reasoning AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
Strengthening civic participation of inhabitants and their grass roots organisations in slum areas of Recife,15150,False,False,False,False,False,False,True,False,The activities described involve strengthening civic participation among inhabitants and grassroots organizations in the slum areas of Recife. The primary objectives are to enhance democratic participation and bolster civil society within these communities.,"This text does not explicitly mention housing construction, provision, or shelter services. Instead, it focuses on civic engagement and community organization in slums. This aligns with 'Incremental' as it involves addressing conditions in underdeveloped areas through social interventions like slum upgrading and neighborhood integration. The setting is urban, given the specific reference to slum areas in Recife.",False,False,False,True,False,False,True,False
"APPUI AUX FAMILLES MILITAIRES DES CAMPS DE KINDU (2IÈME PHASE) ET LOKANDU - FAMIKI II/FAMILO België heeft militaire partnerschappen (Programme de Partenariat Militaire - PPM), met verschillende landen in Afrika, teneinde er ter plaatse de hervorming van de veiligheidssector te ondersteunen en mee te werken aan de oprichting van een professioneel nationaal leger, dat ten diensten staat van haar bevolking en de mensenrechten eerbiedigt. Het militaire partnerschap met de Democratische Republiek Congo omvat vooral de vorming van, toezicht op en evaluatie van een 'URR' brigade (Unité de Réaction Rapide  - een soort paracommando's) bestaande uit drie elite bataljons (321e, 322e en 323e Bataillons de Réaction Rapide) te Kindu, naast de vorming, de begeleiding en evaluatie van de onderrichters van de Militaire Academie van Kananga en van de Genieschool in Likasi. Het 321e bataljon werd eind 2008-begin 2009 gevormd te Kananga, het 322e bataljon eind 2011-begin 2012 te Kindu en tenslotte het 323e bataljon in de loop van 2013 te Kindu. Blijft nog de vorming van de staf van de brigade die de drie gevormde elite bataljons zal omkaderen. Wanneer een militair in de Democratische Republiek Congo een standplaats krijgt toegewezen om er tijdelijk te verblijven, trekt zijn gezin bijna altijd mee. Deze verplaatsingen resulteren vaak in moeilijke levensomstandigheden voor de families. Die families dienen op zoek te gaan naar een onderkomen, naar gezondheidszorgen, naar een school voor hun kinderen en naar landbouwgrond om voedsel te kunnen produceren. Dit gebeurt vaak ten koste van de lokale populatie met conflicten als gevolg. Om aan deze tendens een halt toe te roepen, willen de Congolese regering en de Stafdienst van het leger (FARDC – Forces Armées de la République Démocratique du Congo) de militairen en hun gezin een vaste woonplaats bezorgen. Het is de bedoeling de militairen te huisvesten in garnizoensteden verspreid over het hele land. Zo zullen de militairen die op missie vertrekken, gerust gesteld zijn dat hun familie veilig en degelijk gehuisvest is.Kindu gelegen in de provincie Maniema is één van die garnizoensteden. De drie door België opgeleide bataljons worden gehuisvest te Kindu en omgeving, meer bepaald het 321e bataljon in het militaire kamp Lwama, het 322e bataljon in het militaire kamp Lokandu en het 323e bataljon in het militaire kamp Jericho.Nu bevonden deze militaire kampen zich in een lamentabele toestand wegens verwaarlozing ingevolge de oorlogen die de DRC de laatste jaren had gekend. De Belgische defensie in zijn partnerschapsakkoord met de DRC voorziet in de rehabilitatie van de infrastructuur van die kampen maar er waren onvoldoende fondsen voorzien voor de huisvesting van de militairen. Bijgevolg werd aan onze FOD Buitenlandse Zaken, Buitenlandse Handel en Ontwikkelingssamenwerking in het kader van een 3D benadering (défence, diplomatie et développement) gevraagd financieel bij te dragen voor de rehabilitatie van de huisvesting in deze kampen. In een eerste fase werd besloten het kamp Lwama te Kindu te rehabiliteren. GENERAL PURPOSE:  Contribuer à la consolidation de la sécurité avec le rétablissement de l'Autorité de l'Etat dans la partie EST de la RDC et dans la province du Maniema en particulier.SPECIFIC RESULTS:  Volet A: FAMIKI IIR1. Des logements décents pour 223 militaires et leur familles sont construits ,R2. L'accès à l'eau potable pour les familles du camp est assuré ,R3. Des activités sociales, y compris des activités génératrices de revenus, sont fournies et pérennisées.Volet B : FAMILOR4. Des logements décents sont construits pour 200 familles de militaires ,R5. L'accès à l'eau potable pour les familles du camp est assuré.SPECIFIC PURPOSE:  Les conditions de vie des familles des militaires des camps de Kindu et Lokandu ainsi que des populations avoisinantes sont améliorées.",16040,True,False,False,False,False,False,True,False,"The text describes a Belgian-supported initiative in the Democratic Republic of Congo aimed at improving living conditions for military families stationed at various camps, specifically at Kindu and Lokandu. This involves constructing decent housing, ensuring access to potable water, and providing social activities that generate income. The project is part of broader efforts to stabilize security in Eastern DRC by consolidating state authority.","The text matches several classes based on its descriptions:

- **Housing**: The initiative explicitly involves the construction of decent housing for military families and ensuring access to potable water, fitting within the definition of providing housing and upgrading inadequate conditions.
- **Social**: The provision of social activities, including income-generating initiatives, aligns with definitions involving community land trusts or cooperative actions aimed at improving living conditions. Moreover, the focus on low-cost housing underlines a social aspect.
- **Transitional**: Although not directly stated as temporary, military camps often serve transitional purposes due to their nature and context in security operations, fitting within broader criteria for transitional shelters.

The text does not explicitly mention:

- **Homelessness**: There is no direct reference to addressing homelessness through tents or homeless shelters.
- **Incremental**: While upgrades are mentioned, there's a focus on constructing new housing rather than incrementally improving existing structures. However, the broad definition of incremental activities could loosely apply due to improvements and integration aspects in military camps.
- **Market**: The initiative does not involve market-rate housing or financial schemes like mortgages; it focuses on low-cost housing for a specific group (military families).
- **Urban/Rural**: While Kindu is mentioned as a location, there's no explicit distinction between activities conducted in urban versus rural settings within the context provided.
",True,False,True,False,True,False,False,False
E+ KA1 EA JOINT MASTERS PROGRAMMES (EPMC) A3 MUNDUS URBANO Master of Science in International Cooperation and Urban Development,11420,False,False,False,False,False,False,True,False,"The text describes a joint master's program focused on international cooperation and urban development, specifically within the context of higher education. The primary objective is to provide advanced academic training in the field of urban development.","The mention of 'urban development' directly aligns with the 'Urban' class as it explicitly refers to activities related to urban areas. Although the program is educational and not a direct intervention or activity within the housing sector, its focus on urban development suggests relevance to the 'Urban' classification. There are no explicit mentions of activities like construction, policy, or provision directly tied to other classes such as 'Housing,' 'Social,' 'Market,' etc., which involve specific actions in those sectors.",False,False,False,False,False,False,True,False
"CHONGQING INTEGRATED LOGISTICS DEMONSTRATION The project will develop a modern and efficient multimodal logistics system in Chongqing. The outputs of the project will be (i) the Chongqing transportation logistics park, (ii) the Nanpeng logistics park, (iii) the Yangtze River inland waterway roll-on roll-off (Ro-Ro) operations, (iv) a logistics information system, and (v) institutional capacity building. The proposed project is the third urban development project in Chongqing. Lessons from past and ongoing projects were incorporated in the project design, such as devolving more responsibilities to the implementing agency while strengthening its project management and financial management capacity. The proposed project will have demonstration features, namely integrated logistics parks, logistics information system, and inland waterway Ro-Ro operations. These features are all relatively new for logistics projects in the PRC, and their successful introduction through this project will offer opportunities for replication and scaling up. Integrated logistics functions and services in the new logistics parks will reduce wasteful freight movements. Logistics information services will enable logistics service providers, such as freight forwarding companies, to increase efficiency and reduce costs through better tracking and control over the supply chain. Ro-Ro operations will reduce the time and costs of transshipments, incentivizing freight movement on inland waterways.",21040,False,False,False,False,False,False,True,False,"The project aims to develop a modern and efficient multimodal logistics system in Chongqing, China, focusing on building integrated logistics parks, enhancing logistics information systems, and implementing roll-on roll-off operations along the Yangtze River inland waterway. It is designed as an urban development initiative that seeks to improve transportation efficiency, reduce costs, and facilitate better supply chain management.","The text primarily describes a logistics project focusing on transportation infrastructure and services in Chongqing. Here's the reasoning for each class:

- **Housing**: The text does not mention any activities related to provision of housing or shelter; therefore, it is not applicable.
- **Homelessness**: There are no descriptions of tents, encampments, or shelters specifically for the homeless, so this class does not apply.
- **Transitional**: No reference to crisis-related temporary housing, refugee shelters, or temporary supportive housing is made, hence it is not relevant.
- **Incremental**: The text lacks mention of incremental housing services or improvements, such as slum upgrading or neighborhood integration, making this class inapplicable.
- **Social**: There are no explicit references to community land trusts, cooperative housing, public housing, affordable housing, or low-cost housing projects; thus, it does not fit here.
- **Market**: The text does not discuss aspects like home rental, mortgages, rent-to-own housing, or market-rate housing, so this class is excluded.
- **Urban**: The project explicitly mentions its urban setting in Chongqing, making the 'urban' classification relevant and applicable.
- **Rural**: There are no descriptions of activities taking place in rural areas; thus, it does not apply.",False,False,False,False,False,False,True,False
USAID/OFDA GRANT FOR FIJI/CYCLONE-2016 Shelter and Settlements Intervention with IFRC in Fiji,72010,False,False,True,False,False,False,False,False,"The USAID/OFDA grant aims to provide material relief assistance and services for shelter and settlements following Cyclone-2016 in Fiji, in collaboration with the International Federation of Red Cross (IFRC). The primary objectives are likely focused on addressing immediate housing needs due to the disaster impact.","The text explicitly mentions 'shelter and settlements intervention' as part of a response to Cyclone-2016. This suggests an involvement in providing temporary housing solutions or shelters, which aligns with crisis/disaster/emergency scenarios typically associated with the 'Transitional' class. There is no explicit mention of homelessness-specific activities like tents for homeless individuals (Homelessness). The context of disaster relief does not explicitly focus on upgrading existing structures or community integration (Incremental), nor does it discuss social housing models, market-rate solutions, or specific urban/rural settings.",False,False,True,False,False,False,False,False
ACCORD CADRE CR 2017-2019 Construire des habitations durables à 350 ménages à Ronkh pour mieux les protéger contre les intempéries,16040,True,False,False,False,False,False,False,False,The activity involves constructing durable homes for 350 households in Ronkh to better protect them from weather conditions. It focuses on low-cost housing.,"The text explicitly mentions the construction of durable houses, which aligns with 'Housing' as it involves provision and construction of housing. The reference to 'low-cost housing' matches the 'Social' class because it directly relates to affordable or low-cost housing options. There is no mention of homelessness, temporary housing due to emergencies, incremental upgrades, specific urban or rural locations beyond Ronkh being mentioned generically without context indicating urbanization, market-related housing activities such as mortgages, rental schemes, or specific descriptions related to transitional sheltering contexts.",True,False,False,False,True,False,False,False
"ICRC - PROVISION OF SHELTER, FOOD, WATER AND SANITATION To deliver an effective response to the basic needs of vulnerable people impacted by the crisis in the North East of Nigeria. The programme will deliver humanitarian assistance in nutrition and food security, protection and Education in Emergencies, multi",99810,True,False,True,False,False,False,False,False,"The text describes a program led by the International Committee of the Red Cross (ICRC) aimed at providing essential aid to vulnerable populations affected by a crisis in Northeast Nigeria. The assistance includes shelter, food, water, and sanitation.","The text explicitly mentions 'provision of shelter,' which directly aligns with the housing class definition as it involves provision of housing or emergency shelters. It also addresses basic services such as water and sanitation, which are part of upgrading inadequate housing. The context indicates a response to a crisis, fitting into the transitional category due to its focus on emergency support. Other classes such as homelessness, incremental, social, market, urban, and rural do not have explicit mentions or fit within their specific definitions based on this text.",True,False,True,False,False,False,False,False
"BUILDING HOST CENTRES FOR CHILDREN MONTE CARMELO Se quiere construir una casa de acogida para 60 niños dalits y de comunidades tribales. La intención no es solo dotarles de una vivienda digna, sino facilitarles el acceso a la educación. La mayoría de ellos no son huérfanos, pero sus padres viven en zonas rurales tan apartadas que no pueden desplazarse diariamente al colegio. El nuevo edificio se distribuiría en dos plantas y contaría con comedor, sala de estudio, dormitorio y taquillas. El proyecto consiste en: Construcción de dos salas, cada una de 10x20 m, división de la planta baja en dos espacios (comedor y sala de estudio), vestuario y dormitorio en la sala del primer piso.",11120,True,False,False,False,False,False,False,True,"The project aims to construct a host center for children from Dalit and tribal communities, providing them not only with dignified housing but also access to education. The center will consist of two floors with facilities such as a dining hall, study room, dormitory, and lockers. It is located in rural areas where the parents live too far to commute daily.","The text describes the construction of a house that serves dual purposes: housing children and facilitating their education. This aligns with the 'Housing' category due to the explicit mention of constructing a building for shelter. The aim of providing access to education further ties into community support, which can be associated with social welfare aspects. While it mentions rural areas indirectly by describing where the parents live, the main focus is on the construction and provision of housing facilities in such locations.",True,False,False,False,True,False,False,True
"ACCESS TO DRINKING WATER IN 210 HOUSES IN THE TOWN OF PAXOT 2, QUICHE El proyecto pretende resolver la insalubridad de las viviendas de 210 familias de Paxot II, mediante la dotación de agua potable para reducir el impacto de las enfermedades derivadas del consumo de agua contaminada. El sistema de abastecimiento será por perforación de un pozo artesanal y el mantenimiento de la red mediante una cuota familiar mensual.",14030,True,False,False,False,False,False,False,False,"The project aims to improve the living conditions of 210 families in Paxot II by providing access to clean drinking water, thereby reducing health issues caused by contaminated water consumption. The plan involves drilling an artisanal well for water supply and maintaining the system through a monthly family fee.","The text describes the provision of basic services (safe water) within existing housing areas in Paxot II. This aligns with the 'Housing' category as it pertains to upgrading inadequate housing by providing essential services like safe drinking water. The description does not mention homelessness, transitional arrangements, incremental developments, specific social or market-based housing strategies, urban-specific activities beyond being located in a town, nor rural-specific initiatives as it targets an existing community setup in Paxot II.",True,False,False,False,False,False,False,False
Fighting structural hindrances regarding the access to dignified living space in rural areas of Argentina,15150,True,False,False,False,False,False,False,True,The text describes efforts aimed at addressing structural challenges related to accessing dignified housing in rural areas of Argentina. The focus is on democratic participation and civil society.,"The text explicitly mentions 'dignified living space' which aligns with the provision or improvement of housing conditions, suggesting a match with the 'Housing' class. Since it refers to rural areas specifically, this indicates that activities are focused on non-urban settings, matching the 'Rural' class. There is no mention of homelessness, transitional housing for crises, incremental housing services, specific social housing models (like cooperatives or public housing), market-driven initiatives like home-rental or mortgages, or any other urban-focused activities.",True,False,False,False,False,False,False,True
Support centre for street children in Bangladesh.,11120,False,False,False,False,False,False,True,False,"The activity involves establishing support centres for street children in Bangladesh, focusing on providing education facilities and training.","The text describes the creation of a support centre specifically aimed at street children, with an emphasis on educational facilities and training. There is no direct mention or implication of housing-related activities such as provision of shelter, construction of housing, or services directly tied to housing needs within this description. Consequently, none of the classes related to housing, homelessness, transitional, incremental, social, market, urban, or rural housing sectors explicitly match the primary focus on education facilities and training.",False,False,False,False,False,False,False,False
"THE WAY FORWARD FOR REFORMS IN THE HOUSING SECTOR: EMPOWERING GRASSROOT  HOMEOWNERS ASSOCIATIONS IN AZERBAIJAN, BELARUS, GEORGIA, MOLDOVA  AND UKRAINE The overall objective is to strengthen and promote the role of CSOs in grass-root decision-making processes in the housing sector in AZ, BY, GE, MD and UA.",16030,True,False,False,False,False,False,False,False,"The initiative aims to empower grassroots homeowners associations within the countries Azerbaijan, Belarus, Georgia, Moldova, and Ukraine. The primary objective is to enhance the role of civil society organizations (CSOs) in local decision-making processes related to housing policies and administrative management.","The text explicitly mentions 'housing policy,' which directly aligns with the definition provided for the 'Housing' class. It also discusses empowerment in the context of decision-making processes within the housing sector, fitting into themes of administration and policy associated with housing. There are no explicit references to homelessness, transitional or temporary housing solutions, incremental improvements, social housing initiatives like public housing or affordable housing, market mechanisms such as mortgages or home rentals, specific urban or rural areas, hence these classes do not apply.",True,False,False,False,False,False,False,False
Provision of integrated health services for the newly arrived South Sudanese refuges in White Nile and South Kordofan,72010,False,False,False,False,False,False,False,False,The text describes the provision of integrated health services to recently arrived South Sudanese refugees in the White Nile and South Kordofan sectors. It also mentions material relief assistance and services.,"The primary focus described is on providing integrated health services to refugees, which suggests a temporary support system typically associated with crisis situations such as displacement due to conflict or disaster. This aligns closely with the 'Transitional' class that covers housing provided due to crises/disasters/emergencies and refugee shelters/camps. The mention of material relief could include elements such as basic necessities, potentially encompassing some aspects of temporary shelter or aid commonly found in refugee settings. There is no explicit mention of urban or rural locations specific enough to classify the activity under 'Urban' or 'Rural'. Similarly, there's no explicit detail on housing construction or policy that fits into classes like 'Housing', 'Social', 'Market', 'Incremental', or even just 'Homelessness'.",False,False,True,False,False,False,False,False
URBAN DEVELOPMENT AND POOR NEIGHBORHOOD UPGRADING PROJECT,14020,False,False,False,True,False,False,True,False,"The project focuses on urban development with an emphasis on upgrading poor neighborhoods, specifically targeting improvements in water supply and sanitation within large systems. The primary objectives are to enhance living conditions by providing essential services and infrastructure in underserved urban areas.","The text mentions 'urban development' which directly aligns with the Urban class. Additionally, the focus on 'poor neighborhood upgrading' involves activities like slum upgrading, housing improvements/repairs, and provision of basic services (safe water, sanitation), which correspond to Incremental and Housing classes. However, there is no mention of rural locations or homelessness, thus these classes do not apply.",True,False,False,True,False,False,True,False
"UNRWA AGREEMENT 2017-2019 - UNRWA AGREEMENT 2017-2019 (NEW STRATEGY) The proposed interventions will provide humanitarian assistance to Palestine refugees in Jordan, Lebanon, Syria and Palestine affected by the armed conflict in Syria and armed conflict and occupation in Palestine.In response to the humanitarian needs created by the armed conflict in Syria, UNRWA will implement a humanitarian response meeting shelter, education, food security, non-food items, health, livelihoods and protection needs. UNRWA will provide humanitarian assistance to 450,000 refugees remaining in Syria and to the refugees that have fled to Lebanon (31,000 people) and Jordan (16,000 people).In response to the humanitarian needs created by armed conflict and occupation in the oPt, UNRWA will respond to shelter (emergency shelter repair and transitional shelter), education, food security, health, environmental health, livelihoods, psychosocial and protection needs.The total budget for UNRWA's Syria crisis appeal for 2017 was USD 411,005,236 to which Sida contributed SEK 40 million. The total budget for the UNRWA's oPt crisis appeal was USD 402,391,857 for 2017, to which Sida contributed SEK 30 million. The total budget for UNRWAs Emergency appeal for the Syria crisis 2018 is USD 408,958,394 to which Sida is proposed to contribute SEK 25 million. For the Emergency appeal for oPt the budget for 2018 is USD 398,806,944 to which Sida is proposed to contribute SEK 34 million.It is also agreed that Sida will contribute SEK 5 million in 2019 for UNRWA humanitarian interventions in the Syria and oPt crises.",72010,True,False,True,False,False,False,False,False,"The text describes the United Nations Relief and Works Agency (UNRWA) agreement from 2017-2019, outlining its strategy to provide humanitarian assistance to Palestine refugees affected by armed conflicts in Syria and the occupied Palestinian territories (oPt). The interventions aim to meet various needs including shelter, education, food security, health, livelihoods, environmental health, psychosocial support, and protection. Specific efforts include emergency shelter repair and transitional shelters.","The text explicitly mentions 'shelter' as one of the humanitarian assistance areas, which directly links it to housing-related interventions. 'Emergency shelter repair and transitional shelters' are specifically noted for the oPt context, aligning with both the 'Housing' and 'Transitional' classifications due to their focus on immediate and temporary housing solutions in crisis situations. The mention of shelter improvements also ties into the 'Incremental' category, as it implies ongoing or phased development efforts like repairs and upgrades. While the text broadly addresses needs such as education, food security, health, etc., these are secondary to the specific housing-related interventions.",True,False,True,True,False,False,False,False
SHELTER AFRIQUE,73010,True,True,True,False,False,False,False,False,"The activity involves immediate post-emergency reconstruction and rehabilitation, focusing on providing housing solutions or shelter improvements following a crisis or disaster.","The term 'immediate post-emergency' indicates actions taken right after a crisis or disaster, which aligns with activities related to transitional housing. The focus on 'reconstruction and rehabilitation' suggests efforts to rebuild and improve living conditions, possibly involving the construction of new shelters or upgrading existing ones. This matches the definitions for both Transitional (housing provided due to crises/disasters/emergencies) and Housing (provision of housing, upgrading inadequate housing). It does not explicitly refer to homelessness solutions like tents or shelters specifically for homeless individuals. There is no mention of incremental improvements over time, social housing mechanisms, market-driven initiatives, or specific urban/rural locations.",True,False,True,False,False,False,False,False
"INTERNATIONAL ORGANIZATION FOR MIGRATION NATURAL DISASTER CONSORTIUM SPEND FOR INTERNATIONAL CLIMATE FUND (ICF) Support for up to three million of the most vulnerable people affected by natural disaster and conflict.  This will cover both immediate relief and early recovery interventions for shelter, food, non-food items, water and sanitation, livelihood and protection needs, depending on the emergency.   This programme will also support developments in the UN and local civil society which are required for humanitarian responses to be more locally owned and effective in future, as well as effective monitoring and evaluation, targeted active research and piloting.",41010,True,False,True,False,False,False,False,False,"The program supported by the International Organization for Migration aims to assist up to three million vulnerable people affected by natural disasters and conflict. It focuses on immediate relief and early recovery interventions covering shelter, food, non-food items, water, sanitation, livelihoods, and protection needs. Additionally, it promotes local ownership of humanitarian responses through support for developments in UN and civil society structures, along with effective monitoring, evaluation, research, and piloting.","The text describes activities related to providing shelter as part of immediate relief for those affected by natural disasters and conflict, which fits the description of 'Transitional' housing. The reference to emergency situations aligns with transitional shelters provided due to crises or emergencies. Although there is mention of environmental policy and administrative management, these are broader categories that encompass but do not exclusively define the activities related to providing shelter in this context.",False,False,True,False,False,False,False,False
FONDS D'ETUDES ET D'EXPERTISE EN SORTIE DE CRISE POUR HAÏTI / FONDS D'ETUDES ET D'EXPERTISE SORTIEDE Appui à la réforme foncière et à la décentralisation,15110,False,False,False,False,False,False,True,True,"The text describes efforts by the Fund for Studies and Expertise in Post-Crisis Exit for Haiti to support land reform and decentralization. The primary objectives are related to public sector policy and administrative management, focusing on improving governance structures in post-crisis scenarios.","The text does not explicitly mention activities directly linked to housing provision or homelessness solutions. However, it talks about land reform and decentralization, which can indirectly influence the housing sector by affecting land tenure security and local governance related to urban planning and rural development. There are no explicit mentions of transitional shelters, incremental improvements, social housing initiatives, market-based housing strategies, or specific activities in either urban or rural settings within the text.",False,False,False,False,False,False,False,False
"STUDENT SCHOLARSHIPS DEVELOPING COUNTRIES PPCD2018 PROGR 47 PROGRAM FOR EMERGENCY COUNTRIES AND REFUGEES AND / OR ASYLUM SEEKERS Las crisis que padecen diversos países han creado situaciones de emergencia académica, con la grave alteración o quiebra de sus sistemas de educación superior y la aparición de grandes obstáculos que deben  enfrentar  sus  estudiantes  e  investigadores,  dando  lugar  a  la  necesidad  urgente  de proporcionarles  asistencia  para  que  puedan  continuar  con  sus  labores  académicas,  lo  que  resulta dramático  en  el  caso  del  colectivo  de  estudiantes, docentes  e  investigadores  refugiados  o demandantes de asilo por eses motivo desde la UGR se ha implementado un programa de ayudas para estas personas que nos vienen derivadas a través de Cruz Roja en Granada y se les ofrece ayudas económicas que dada su situación de precariedad es más alta que  para otros becarios de nuestro PPCD correspondiente, las ayudas son para alojamiento y manutención, exención de precios públicos y acceso a los servicios universitarios que necesiten. En este caso la intervención se refiere a 1 persona procedentes de MARRUECOS y que está cursando EL Máster universitario en hidraúlica ambiental.",43081,False,False,True,False,False,False,False,False,"The text describes a scholarship program aimed at providing assistance to students and researchers affected by crises in various countries, particularly those who are refugees or asylum seekers. The University of Granada (UGR) offers economic aid through this program, which includes support for accommodation, subsistence, exemption from public fees, and access to necessary university services.","The text does not explicitly describe any activities related to housing provision or shelter-related efforts, such as construction, upgrading, or financing of housing. It focuses on academic assistance rather than direct housing interventions. However, the mention of providing aid for 'alojamiento' (accommodation) implies some level of support in this area, though it is not explicitly tied to housing development or policy.

- Housing: The program includes support for accommodation but does not detail activities related to construction or upgrading of housing facilities.
- Homelessness: There is no mention of tents, encampments, or shelters specifically for the homeless.
- Transitional: While there is some aid provided in a crisis context (for refugees/asylum seekers), it is focused on educational support rather than transitional housing per se.
- Incremental: The text does not describe slum upgrading or neighborhood integration efforts.
- Social: No mention of community land trusts, cooperative housing, public housing, affordable housing, or low-cost housing initiatives.
- Market: There are no references to home-rental, mortgages, rent-to-own housing, or market-rate housing activities.
- Urban: The text does not specify urban location-based interventions; it mentions Granada but in the context of university support rather than urban development.
- Rural: No specific rural location-based activities are mentioned.",True,False,False,False,False,False,False,False
"GUARANTEEING ADEQUATE SANITATION FOR FAMILIES IN EXTREME POVERTY AND WITH RESIDENCE IN TIERRA SOLIDARIA, LABREA AMAZONIA (BRAZIL) Título completo del proyecto: Garantizado el saneamiento adecuado de las familias en situación de extrema pobreza, residentes en Tierra Solidaria, Lábrea-Amazonas (Brasil) :: Para reducir la exposición a enfermedades infecciones y parasitarias transmitida por la falta de hábitos de higiene y un sistema inadecuado de eliminación de residuos y aguas negras entre 2 familias en situación de pobreza, residentes en casas de madera de 60 m2, sin baños con parcelas de 250 m2, proponen la implementación de un sistema de saneamiento diseñado por Ingenieros Agronómicos de la Universidad Politécnica de Madrid.",14032,False,False,False,True,False,False,False,True,"The project aims to improve sanitation for families in extreme poverty residing in Tierra Solidaria, Labrea Amazonia, Brazil. It focuses on reducing exposure to diseases caused by inadequate hygiene practices and insufficient waste and sewage systems. The plan involves implementing a designed sanitation system developed by Agricultural Engineers from the Technical University of Madrid for 2 families living in small wooden houses without proper bathrooms.","The text explicitly discusses providing adequate sanitation services to improve existing housing conditions, which aligns with 'Housing' as it includes provision of basic services like safe water and sanitation. The focus on improving inadequate sanitation falls under 'Incremental', as it involves upgrading infrastructure for better living conditions. There is no mention of homelessness, transitional shelter, cooperative housing structures, market-rate solutions, or specific urban or rural activities beyond the context of Tierra Solidaria, which does not classify into those other categories.",True,False,False,True,False,False,False,False
"NATIONAL HEALTH DAYS CONFERENCE, MAPUTO/JOURNÉES NATIONALES DE LA SANTÉ, MAPUTO This project aims to provide travel, accommodations, and a conference synthesis report in support of the 2018 National Health Days (Jornadas Nacionais de Saude) conference in Mozambique. Project activities include: (1) organizing and paying for travel and accommodation for up to 100 participants travelling to Maputo, Mozambique, and (2) ensuring preparation, printing and distributing of a conference synthesis report. Support for travel and accommodation allows for the participation of approximately 100 individuals working at the provincial and district levels of the Mozambican health system and contributes to empower decision-making at a decentralized level. The event brings together key stakeholders from the health sector, such as policy makers, researchers as well as people working in the health sector at different levels to debate and discuss important issues related to achieving health results within the context of the Sustainable Development Goals (SDGs). / Ce projet vise à fournir le voyage, l'hébergement et un rapport de synthèse de la conférence à l'appui de la conférence des Journées nationales de la santé (Jornadas Nacionais de Saude) de 2018 au Mozambique. Les activités du projet comprennent : 1) organiser et payer le voyage et l'hébergement d'un maximum de 100 participants se rendant à Maputo, au Mozambique, 2) assurer la préparation, l'impression et la distribution d'un rapport de synthèse de la conférence. L'aide au voyage et à l'hébergement permet la participation d'environ 100 personnes travaillant au niveau des provinces et des districts du système de santé mozambicain et contribue à l'autonomisation de la prise de décision à un niveau décentralisé. L'événement rassemble les principales parties prenantes du secteur de la santé, telles que les décideurs politiques, les chercheurs ainsi que les personnes travaillant dans le secteur de la santé à différents niveaux, afin de débattre et de discuter de questions importantes liées à l'obtention de résultats en matière de santé dans le contexte des objectifs de développement durable (ODD).",12110,False,False,False,False,False,False,True,False,"The project supports the 2018 National Health Days conference in Maputo, Mozambique by organizing travel and accommodation for up to 100 participants from various levels of the health system. It also ensures the preparation, printing, and distribution of a conference synthesis report. The event aims to empower decentralized decision-making within the health sector and facilitate discussions on achieving health results aligned with the Sustainable Development Goals.","The text does not explicitly mention activities related to providing housing or shelter; rather, it focuses on travel accommodations as part of supporting conference participation. Therefore, there is no direct match for classes like Housing, Homelessness, Transitional, Incremental, Social, Market, Urban, or Rural in the context of permanent or semi-permanent housing provision, upgrading, policy, technical assistance, or location-specific activities related to housing.",False,False,False,False,False,False,False,False
"EMERGENCY AID TO INDONESIA The EA will support the delivery of shelter and immediate basic needs to the victims of the multiple earthquakes victims in Lombok, Indonesia, which struck the Lombok Islan End of July 2018.",72040,True,False,True,False,False,False,False,False,"The activity involves providing emergency aid, specifically delivering shelter and addressing immediate basic needs for earthquake victims in Lombok, Indonesia.","The text describes an emergency response involving the provision of shelter to victims of natural disasters (earthquakes), which aligns with certain definitions under 'Housing' due to the mention of shelter. It also fits within the 'Transitional' category as it refers to housing provided in a crisis situation, specifically post-disaster.",True,False,True,False,False,False,False,False
"Final general support to ensure equitable allocation of resources, upgrading of informal settlements and reduction of spatial inequality through community mobilization and advocacy",16030,False,False,False,True,True,False,True,False,"The activities described focus on supporting equitable resource allocation, upgrading informal settlements, and reducing spatial inequality via community mobilization and advocacy within the context of housing policy and administrative management.","The text explicitly mentions 'upgrading of informal settlements,' which aligns with the incremental class due to its association with slum upgrading. The phrase 'equitable allocation of resources' and focus on 'reduction of spatial inequality through community mobilization and advocacy' suggests efforts related to policy, fitting the housing sector broadly. Furthermore, addressing informal settlements typically involves urban settings, making it relevant to the urban class as well.",True,False,False,True,False,False,True,False
