text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,summary AI,reasoning AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"HUMANITARIAN AID AND FOOD ASSISTANCE Emergency Shelter, CCCM and Health support for the  Most Vulnerable Populations affected by Typhoon Haiyan (Yolanda)",72010,False,False,True,False,False,False,False,False,"The text describes humanitarian aid and food assistance provided to vulnerable populations impacted by Typhoon Haiyan. It includes emergency shelter, Camp Coordination and Camp Management (CCCM), and health support as part of material relief assistance and services.","The text mentions 'Emergency Shelter,' which aligns with the 'Transitional' class since it involves housing provided due to crises/disasters/emergencies. There are no explicit references to homelessness, incremental approaches, social or market housing, specific urban or rural locations, or general housing construction/upgrading activities in the given description.",False,False,True,False,False,False,False,False
"INDIAN INSTITUTE FOR HUMAN SETTLEMENTS to provide public health benefits and city-wide sanitation improvements for urban populations in Tamil Nadu by demonstrating innovations in two model urban locations, as well as enabling a state-wide scaling up",14032,False,False,False,False,False,False,True,False,The Indian Institute for Human Settlements is focused on providing public health benefits and improving city-wide sanitation within urban areas of Tamil Nadu. The initiative involves showcasing innovations in two model urban locations with the aim of facilitating broader implementation across the state.,"The text describes efforts to enhance city-wide sanitation improvements specifically targeting urban populations, which directly relates to the 'Urban' class. It does not describe specific housing activities or provide shelters but rather focuses on sanitation, a component within the housing sector's broad definition. The mention of model urban locations indicates an explicit focus on urban settings.",False,False,False,False,False,False,True,False
"PUBLIC PRIVATE INFRASTRUCTURE ADVISORY FACILITY (PPIAF) - WATER SUPPLY AND SANITATION The Public-Private Infrastructure Advisory Facility (PPIAF) finances activities related to water, sanitation and hygiene in Africa through policy and transactions work. PPIAF is a multi-donor technical assistance facility, aimed at helping developing country governments improve the quality of their infrastructure through private sector involvement. PPIAFs mission is to help eliminate poverty and achieve sustainable development in developing countries by facilitating private sector involvement in infrastructure. The objectives of the PPIAF are to support the provision of drinking water and sanitation services as well as the adoption of hygiene practices through activities in urban areas, informal settlements and slums, and rural villages. Expected results are increased water and sanitation access and efficiency in African urban areas through the reform of sector structures, effective sector partnerships, and capacity building.",14020,False,False,False,False,False,False,True,True,"The Public-Private Infrastructure Advisory Facility (PPIAF) focuses on financing activities related to water, sanitation, and hygiene across Africa. The primary objectives are to enhance the provision of drinking water and sanitation services, promote hygiene practices in urban areas, informal settlements, slums, and rural villages. The expected outcomes include improved access to and efficiency of water and sanitation infrastructure through sector reforms, partnerships, and capacity building.","The text describes activities related to improving water supply and sanitation, particularly in urban areas, informal settlements (slums), and rural villages. While the main focus is on water and sanitation, these services are crucial components within housing contexts, especially regarding upgrading inadequate housing or providing basic services in such environments. The mention of 'urban areas' directly corresponds with the Urban class definition. Similarly, mentioning activities in 'informal settlements' (slums) aligns with slum upgrading, matching the Incremental class definition, as it involves housing improvements and neighborhood integration. Finally, activities in 'rural villages' match the Rural class by explicitly describing actions within specific rural locations.",False,False,False,True,False,False,True,True
C.P.S. - CARE PREVENTION AWARENESS: THE CONSTRUCTION OF A PATH TO PROTECT CHILDREN WITH THE NYAHURURU''S COMMUNITY Improving the quality of life of children in need of protection in the slums of Nyahururu and Kang''as towns. Improve the capacity of the community to ensure the stability of children in need of protection,16010,False,False,False,False,False,False,True,False,The activity described is aimed at improving the quality of life for children in need of protection within the slums of Nyahururu and Kang'as towns by enhancing the community's capacity. This falls under social protection efforts.,"The text mentions 'improving the quality of life of children in need of protection in the slums,' which suggests interventions to improve living conditions, possibly relating to housing or shelter within these areas. The focus on community capacity enhancement indicates a broader social intervention rather than direct housing provision. Although there is no explicit mention of specific types of housing or accommodation (such as public housing or shelters), the context implies efforts that might encompass aspects of 'Incremental' improvements in living conditions and 'Social' protection measures. The reference to 'slums' suggests possible urban settings, which could also fit an 'Urban' classification if interpreted broadly.",False,False,False,True,True,False,True,False
"SUPPORT TO THE INTERNATIONAL COMMITTEE OF THE RED CROSS IN THE CENTRAL AFRICAN REPUBLIC To respond to the humanitarian crisis in the Central African Republic (CAR) by providing refugees and IDPs from the Central African Republic with healthcare, food security, shelter and livelihoods programmes . This will help address the immediate humanita",72010,True,False,True,False,False,False,False,False,"The project supports the International Committee of the Red Cross in responding to the humanitarian crisis in the Central African Republic by providing refugees and internally displaced persons (IDPs) with healthcare, food security, shelter, and livelihoods programs. The primary objectives are to address immediate material relief assistance and services.","The text mentions the provision of 'shelter' for refugees and IDPs as part of a humanitarian response in a crisis context. This aligns with several possible classifications:
- Transitional: It explicitly describes housing provided due to crises/disasters/emergencies (in this case, a humanitarian crisis), suggesting the use of temporary supportive housing or similar arrangements.
- Incremental: While not explicitly mentioned as 'housing sites' or 'slum upgrading,' providing shelter could involve improving living conditions incrementally for refugees and IDPs.
- Urban/Rural: The location is specified as the Central African Republic, but there's no explicit mention of whether these activities are in urban or rural settings. However, given the context, it could potentially occur in both environments depending on where people have been displaced.",False,False,True,False,False,False,False,False
"HUMANITARIAN AID FOR KATHMANDU VALLEY POPULATION AFFECTED BY NEPAL EARTHQUAKES. La acción dará respuesta durante 6 meses a las necesidades más urgentes de 2.750 familias del distrito de Lalitpur en el Valle de Katmandú, afectadas por la situación de emergencia tras los dos terremotos producidos en Nepal el 25 de abril y 12 de mayo. En una primera fase, el primer mes el apoyo irá dirigido a ofrecer asistencia alimentaria (1.905 familias) y refugio inmediato (390 familias) a las familias más afectadas. En una segunda fase, durante los 5 meses siguientes, se ofrecerá refugio temporal a 2.750 familias que han perdido su vivienda a través del enfoque ?dinero por trabajo?. Transversalmente, durante los 6 meses de la acción, se trabajará el ámbito de protección con el establecimiento de 6 espacios seguros para mujeres y 6 espacios seguros para niños y niñas. Así mismo las distribuciones y el trabajo de recuperación serán liderados por grupos de mujeres.",72010,True,False,True,False,False,False,True,False,"The humanitarian aid activity described is focused on providing urgent support to 2,750 families in Lalitpur district of Kathmandu Valley affected by the Nepal earthquakes. Over six months, it addresses immediate needs through food assistance and temporary shelters for the most impacted families, followed by longer-term transitional shelter solutions using a 'cash-for-work' approach. Additionally, protection measures include setting up safe spaces for women and children, with distribution and recovery efforts led by women's groups.","The text explicitly mentions providing 'refugio inmediato' (immediate shelter) to families affected by the earthquakes, classifying it under 'Transitional' as it involves housing provided due to crises/disasters/emergencies. The mention of 'refugio temporal' (temporary shelters) further supports this classification. There is no explicit description of tents for the homeless, encampments, or specific types such as refugee shelters that would classify it under 'Homelessness'. While the activity includes temporary shelter provision, there's no detailed mention of housing sites, improvements, or slum upgrading to fit the 'Incremental' category. The text does not describe community land trusts, cooperative housing, public housing, affordable housing, or low-cost housing for it to be considered 'Social'. There is also no reference to home-rental, mortgages, rent-to-own housing, or market-rate housing that would classify it under 'Market'. While the activity takes place in Kathmandu Valley (an urban location), explicit mention of specific urban activities is necessary; however, given its context, it can be inferred as part of the 'Urban' category. Lastly, there are no mentions of rural-specific activities.",False,False,True,False,False,False,True,False
"LATINO-AMERICAN SPECIFIC CALL FOR PROPOSALS: POZZOLANIC MATERIALS CHARACTERISATION AND ITS CONCRETE APPLICATIONS IN HOLGUIN REGION, CUBA. Caracterizar, normalizar y establecer la calidad de los yacimientos de puzolanas naturales de la Región de Holguín, Cuba, para su puesta en valor como materias primas puzolánicas utilizables en la elaboración de cementos para dar respuesta a la demanda de viviendas a los damnificados por los huracanes",32166,True,False,False,False,False,False,False,False,"The call for proposals focuses on characterizing and normalizing pozzolanic materials from natural deposits in the Holguín region of Cuba. These materials are intended to be used as raw inputs for producing cement, which will help meet housing demands caused by hurricane damage.","The text describes efforts related to developing materials (pozzolanic) that are essential for making cement. The ultimate goal is to use this cement in the production of new housing units to address needs arising from hurricanes. This directly links to the 'Housing' class, as it involves construction and provision of shelter due to a disaster-induced crisis.",True,False,True,False,False,False,False,False
SYR L4S FOOD SHELTER DESTITUTE FAMILIES,72040,True,True,True,False,False,False,False,False,The activity involves providing food shelters to destitute families in an emergency context.,"The text describes the provision of 'food shelter' for 'destitute families,' which suggests a focus on addressing immediate needs during emergencies. It does not specifically mention housing, homelessness shelters, or transitional housing directly related to crises/disasters/emergencies but implies support during an emergency situation. The key terms here are 'shelter' and 'emergency food assistance.' Given that the text does not explicitly describe temporary supportive housing, refugee shelters, or encampments for homeless individuals, it primarily aligns with addressing basic needs in emergencies rather than directly matching any specific class related to permanent or semi-permanent shelter solutions.",False,False,True,False,False,False,False,False
"COLOMBIA - IMPROVING HYGIENE AND ACCESS TO SAFE WATER - ACTION AGAINST HUNGER 2015 / COLOMBIE - AMÉLIORER L'HYGIÈNE ET L'ACCÈS À L'EAU POTABLE - ACTIO March 2015 - Colombia continues to be plagued by a long-standing armed conflict. An estimated 5.7 million people are either displaced within the country or have sought refuge in Ecuador and Venezuela. Consequences of the conflict include forced displacement, limited mobility of people, goods and services, forced recruitment of children and young people by armed groups, as well as, sexual and gender-based violence. In 2014, 1.4 million people had limited access to basic and public services. 4.8 million people are in need of humanitarian assistance, including access to safe water, adequate sanitation and hygiene systems, health care services in rural areas, protection, as well as timely food assistance and nutritional support.   With DFATD's support, Action Against Hunger is addressing the basic water, sanitation and hygiene needs of 15,000 conflict-affected people in the department of NariÃ±o. Project activities include: (1) providing and rehabilitating water tanks and water filter systems for 1,800 households, (2) distributing 2,500 basic hygiene kits, (3) constructing, rehabilitating or repairing 4 collective basic sanitation systems, 120 household water supply systems and 120 latrines, (4) providing basic sanitation facilities for 540 crisis-affected people, and (5) training on basic hygiene practices and hygiene promotion for 11,250 crisis-affected people. / Mars 2015 - La Colombie continue d'être tourmentée par un conflit armé de longue date. On estime que 5,7 millions de personnes ont été déplacées à l'intérieur de leur pays ou se sont réfugiées en Équateur et au Venezuela. Parmi les conséquences de ce conflit : déplacement forcé, mobilité réduite des personnes, biens et services limités, recrutement forcé des enfants et des jeunes par des groupes armés, ainsi que violences sexuelles et fondées sur le genre. En 2014, 1,4 million de personnes avaient un accès limité aux services de base et aux services publics. En tout, 4,8 millions de personnes ont besoin d'une aide humanitaire, dont de l'eau potable, des systèmes d'assainissement et d'hygiène adéquats, des services de soins de santé dans les régions rurales, des services de protection, ainsi que de l'aide alimentaire rapide et de l'aide nutritionnelle.   Avec le soutien du MAECD, Action contre la faim répond aux besoins de base en eau, en assainissement et en hygiène de 15 000 personnes touchées par le conflit dans le département de NariÃ±o. Parmi les activités du projet : 1) octroi et remise en état de réservoirs d'eau et de systèmes de filtration de l'eau pour 1 800 ménages, 2) distribution de 2 500 trousses d'hygiènes de base, 3) construction, remise en état ou réparation de quatre systèmes d'assainissement collectif de base, de 120 systèmes domestiques d'approvisionnement en eau et de 120 latrines, 4) installation d'installations sanitaires de base pour 540 personnes touchées par le conflit, 5) séances de formation sur les pratiques d'hygiène de base et la promotion sur l'hygiène pour 1",72010,False,False,False,False,False,False,False,False,"The text describes an initiative by Action Against Hunger, supported by DFATD, aimed at addressing basic water, sanitation, and hygiene needs for conflict-affected people in the Nariño department of Colombia. The activities include providing and rehabilitating water tanks and filtration systems, distributing hygiene kits, constructing and repairing sanitation facilities, and training on hygiene practices.","The text focuses on improving access to safe water, sanitation, and hygiene services, which falls under 'Housing' as it involves upgrading inadequate housing with basic services such as safe water and sanitation. The activities are not specifically about providing homes or shelters but rather focus on essential infrastructure improvements related to housing adequacy. There is no mention of homelessness-related interventions (like tents for the homeless), transitional solutions due to emergencies, incremental housing improvements beyond basic services, social housing initiatives, market-rate housing solutions, or specific urban/rural location-based activities.",True,False,False,False,False,False,False,False
EVALUATION OF THE EU FUNDED HOUSING RECONSTRUCTION PROGRAMMES IN SRI LANKA IMPLEMENTED BY UN HABITAT (AUP 2010 AND AUP 2012) Performance and Impact evaluation (including randomised sampling) in three missions:   -Final Evaluation of AUP-2010  -Mid-term Evaluation of AUP-2012  -Final Evaluation of AUP-2012    Beyond conventional evaluation reporting this assignment requires the Consultant to provide capacity building in line with the recomendations.,16040,True,False,False,False,False,False,True,False,"The text describes evaluations of EU-funded housing reconstruction programs implemented by UN Habitat in Sri Lanka, focusing on low-cost housing. These programs include performance and impact evaluations through randomized sampling across three missions: a final evaluation of AUP-2010, mid-term evaluation of AUP-2012, and final evaluation of AUP-2012. The assignment also involves capacity building based on the recommendations from these evaluations.","The text explicitly mentions 'housing reconstruction programs' and 'low-cost housing,' which directly align with activities related to improving housing infrastructure and affordability. This fits into several classifications:

- Housing: The focus is on the provision, improvement, and evaluation of housing, particularly through reconstruction efforts.
- Social: The mention of 'low-cost housing' specifically relates to affordable housing initiatives aimed at making housing accessible to lower-income populations, fitting within social class definitions like affordable or low-cost housing.
The text does not provide specific information that would match other classes such as homelessness, transitional housing, incremental improvements, market-related activities, or specify urban/rural locations.",True,False,False,False,True,False,False,False
SHINING HOPE FOR COMMUNITIES Programme: YCABA. Description: To support integrated early childhood development services in two large informal settlements within Nairobi.,11240,False,False,False,False,False,False,True,False,The SHINING HOPE FOR COMMUNITIES programme (YCABA) focuses on supporting integrated early childhood development services in two large informal settlements in Nairobi.,"The text describes activities related to early childhood education within informal settlements in an urban setting (Nairobi). While the primary focus is on education rather than housing, it mentions 'informal settlements' which often imply issues relating to inadequate housing. However, there's no explicit mention of any specific activities or objectives directly related to housing provision, upgrading, shelters, or any other housing-related services or policies.",False,False,False,False,False,False,True,False
