text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI,thoughts AI
"POR EL ACCESO DE LAS COMUNIDADES URBANO-POPULARES DEL DEPARTAMENTO DE GUATEMALA A UN HÁBITAT DIGNO El presente proyecto está dirigido a aumentar las capacidades de las comunidades urbanas del Departamento de Guatemala con el fin de contribuir al impulso de una fuerza social comunitaria que esté en condiciones de proponer y llevar a cabo cambios en el Estado de Guatemala para el combate de la pobreza estructural y la discriminación en cualquiera de sus formas. El proyecto busca especialmente el fortalecimiento organizativo, la articulación y el empoderamiento de las organizaciones comunitarias de mujeres y comisiones sectoriales de cuatro municipios del departamento.  El proyecto plantea cuatro líneas básicas de actuación: 1.El fortalecimiento de capacidades organizativas, políticas y de articulación regional de organizaciones comunitarias y coordinadoras municipales.2.Realización de acciones de incidencia desde el marco de la nueva Ley de Vivienda, para el acceso a un hábitat digno y medioambiente saludable.3.Fortalecimiento de capacidades organizativas y políticas de organizaciones de mujeres para aumentar su presencia y capacidad de incidencia en defensa de sus DESC.4.Fortalecimiento de capacidades de las comunidades para la defensa de su territorio y la formulación de propuestas técnicas para la prevención de desastres.Durante el proyecto se realizará acompañamiento permanente a estas organizaciones para la formulación e impulso de propuestas alternativas de desarrollo sectorial y territorial, así como de incidencia ante gobiernos municipales y estatales.",15150,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,"Housing: The text explicitly mentions 'acceso a un hábitat digno' (access to dignified housing) within the context of the new Housing Law, aligning with provision of shelter and upgrading inadequate housing objectives.
Homelessness: There is no mention of tents, encampments, or shelters specifically for the homeless, thus it does not match this category.
Transitional: The text does not refer to emergency shelters, refugee camps, or temporary supportive housing, so it does not fit here.
Incremental: While the project involves strengthening community organizations and advocating for better living conditions, there's no specific mention of slum upgrading or structural repairs, which are typical incremental activities.
Social: The focus is on organizational empowerment rather than direct creation or management of community land trusts, cooperative housing, or public housing. Therefore, it does not match this class.
Market: There is no reference to home rental, mortgages, rent-to-own housing, or market-rate housing, which excludes it from the Market category.
Urban: The project explicitly targets 'comunidades urbanas' (urban communities) in Guatemala, fitting into activities in specific urban locations.
Rural: Although rural communities are not specifically mentioned, the focus is on urban poor communities, excluding this classification."
Strengthening civic participation of inhabitants and their grass roots organisations in slum areas of Recife,15150,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,"Housing: The activity does not explicitly mention housing-related actions such as provision or construction, but it is set in a slum area which may imply some focus on housing improvements. However, without explicit mention, this classification is tentative.
Homelessness: There is no mention of tents for the homeless, encampments, or shelters specifically targeting homelessness.
Transitional: The description does not include emergency shelters, refugee shelters, camps, or temporary supportive housing.
Incremental: Mentioning 'slum areas' suggests potential relevance to slum upgrading and neighborhood integration. This aligns with incremental activities like improving living conditions in such communities.
Social: There is no explicit mention of community land trusts, cooperative housing, or public housing initiatives.
Market: The text does not discuss home-rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: The activity takes place specifically in slum areas of Recife, which is an urban location. Thus, it fits the 'urban' category.
Rural: There's no mention of rural locations; the focus is on urban slums."
"APPUI AUX FAMILLES MILITAIRES DES CAMPS DE KINDU (2IÈME PHASE) ET LOKANDU - FAMIKI II/FAMILO België heeft militaire partnerschappen (Programme de Partenariat Militaire - PPM), met verschillende landen in Afrika, teneinde er ter plaatse de hervorming van de veiligheidssector te ondersteunen en mee te werken aan de oprichting van een professioneel nationaal leger, dat ten diensten staat van haar bevolking en de mensenrechten eerbiedigt. Het militaire partnerschap met de Democratische Republiek Congo omvat vooral de vorming van, toezicht op en evaluatie van een 'URR' brigade (Unité de Réaction Rapide  - een soort paracommando's) bestaande uit drie elite bataljons (321e, 322e en 323e Bataillons de Réaction Rapide) te Kindu, naast de vorming, de begeleiding en evaluatie van de onderrichters van de Militaire Academie van Kananga en van de Genieschool in Likasi. Het 321e bataljon werd eind 2008-begin 2009 gevormd te Kananga, het 322e bataljon eind 2011-begin 2012 te Kindu en tenslotte het 323e bataljon in de loop van 2013 te Kindu. Blijft nog de vorming van de staf van de brigade die de drie gevormde elite bataljons zal omkaderen. Wanneer een militair in de Democratische Republiek Congo een standplaats krijgt toegewezen om er tijdelijk te verblijven, trekt zijn gezin bijna altijd mee. Deze verplaatsingen resulteren vaak in moeilijke levensomstandigheden voor de families. Die families dienen op zoek te gaan naar een onderkomen, naar gezondheidszorgen, naar een school voor hun kinderen en naar landbouwgrond om voedsel te kunnen produceren. Dit gebeurt vaak ten koste van de lokale populatie met conflicten als gevolg. Om aan deze tendens een halt toe te roepen, willen de Congolese regering en de Stafdienst van het leger (FARDC – Forces Armées de la République Démocratique du Congo) de militairen en hun gezin een vaste woonplaats bezorgen. Het is de bedoeling de militairen te huisvesten in garnizoensteden verspreid over het hele land. Zo zullen de militairen die op missie vertrekken, gerust gesteld zijn dat hun familie veilig en degelijk gehuisvest is.Kindu gelegen in de provincie Maniema is één van die garnizoensteden. De drie door België opgeleide bataljons worden gehuisvest te Kindu en omgeving, meer bepaald het 321e bataljon in het militaire kamp Lwama, het 322e bataljon in het militaire kamp Lokandu en het 323e bataljon in het militaire kamp Jericho.Nu bevonden deze militaire kampen zich in een lamentabele toestand wegens verwaarlozing ingevolge de oorlogen die de DRC de laatste jaren had gekend. De Belgische defensie in zijn partnerschapsakkoord met de DRC voorziet in de rehabilitatie van de infrastructuur van die kampen maar er waren onvoldoende fondsen voorzien voor de huisvesting van de militairen. Bijgevolg werd aan onze FOD Buitenlandse Zaken, Buitenlandse Handel en Ontwikkelingssamenwerking in het kader van een 3D benadering (défence, diplomatie et développement) gevraagd financieel bij te dragen voor de rehabilitatie van de huisvesting in deze kampen. In een eerste fase werd besloten het kamp Lwama te Kindu te rehabiliteren. GENERAL PURPOSE:  Contribuer à la consolidation de la sécurité avec le rétablissement de l'Autorité de l'Etat dans la partie EST de la RDC et dans la province du Maniema en particulier.SPECIFIC RESULTS:  Volet A: FAMIKI IIR1. Des logements décents pour 223 militaires et leur familles sont construits ,R2. L'accès à l'eau potable pour les familles du camp est assuré ,R3. Des activités sociales, y compris des activités génératrices de revenus, sont fournies et pérennisées.Volet B : FAMILOR4. Des logements décents sont construits pour 200 familles de militaires ,R5. L'accès à l'eau potable pour les familles du camp est assuré.SPECIFIC PURPOSE:  Les conditions de vie des familles des militaires des camps de Kindu et Lokandu ainsi que des populations avoisinantes sont améliorées.",16040,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,"Housing: The text explicitly mentions the construction of decent housing for military families and improving living conditions, fitting the definition of provision of housing.
Homelessness: There is no explicit mention of addressing homelessness issues such as tents or shelters specifically for the homeless population.
Transitional: Although military camps are involved, there's no explicit reference to transitional housing like emergency or refugee shelters; it focuses on more permanent solutions for families.
Incremental: While improvements are made to existing structures, it is not described in terms of slum upgrading or neighborhood integration, which would fall under incremental housing.
Social: The project does not mention community land trusts, cooperative housing, or public housing, so it doesn't fit the social category.
Market: There's no indication of activities related to home-rental, mortgages, rent-to-own housing, or market-rate housing; thus, it is not a match for the market category.
Urban: The project occurs in Kindu and Lokandu which are specific locations. However, there is no explicit reference to these being urban areas, though they could be inferred as such depending on their geographical context.
Rural: Similarly, without explicit mention of rural activities, it's uncertain if this classification applies despite possible rural characteristics of the project sites."
E+ KA1 EA JOINT MASTERS PROGRAMMES (EPMC) A3 MUNDUS URBANO Master of Science in International Cooperation and Urban Development,11420,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,"Housing: The text does not explicitly describe any activities related to the provision, construction, or upgrading of housing, shelter in emergencies, or other aspects directly tied to housing.
Homelessness: There is no mention of tents, encampments, or shelters specifically for the homeless.
Transitional: The program description lacks reference to emergency shelters, refugee camps, or temporary supportive housing.
Incremental: No explicit mentions are made about housing sites, slum upgrading, structural repairs, or neighborhood integration.
Social: There is no direct mention of community land trusts, cooperative housing, or public housing initiatives within the program.
Market: The text does not describe activities related to home-rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: The title 'Master of Science in International Cooperation and Urban Development' suggests a focus on urban development, which may include urban locations as part of the educational content.
Rural: There is no mention of activities specifically tied to rural areas within the program description."
"CHONGQING INTEGRATED LOGISTICS DEMONSTRATION The project will develop a modern and efficient multimodal logistics system in Chongqing. The outputs of the project will be (i) the Chongqing transportation logistics park, (ii) the Nanpeng logistics park, (iii) the Yangtze River inland waterway roll-on roll-off (Ro-Ro) operations, (iv) a logistics information system, and (v) institutional capacity building. The proposed project is the third urban development project in Chongqing. Lessons from past and ongoing projects were incorporated in the project design, such as devolving more responsibilities to the implementing agency while strengthening its project management and financial management capacity. The proposed project will have demonstration features, namely integrated logistics parks, logistics information system, and inland waterway Ro-Ro operations. These features are all relatively new for logistics projects in the PRC, and their successful introduction through this project will offer opportunities for replication and scaling up. Integrated logistics functions and services in the new logistics parks will reduce wasteful freight movements. Logistics information services will enable logistics service providers, such as freight forwarding companies, to increase efficiency and reduce costs through better tracking and control over the supply chain. Ro-Ro operations will reduce the time and costs of transshipments, incentivizing freight movement on inland waterways.",21040,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,"Housing: The text does not describe any provision of housing or related activities. It focuses on logistics systems, not housing infrastructure or services.
Homelessness: There is no mention of tents, encampments, or shelters for the homeless in the text.
Transitional: The project description lacks reference to emergency shelters, refugee camps, or temporary supportive housing.
Incremental: No explicit discussion on housing sites, slum upgrading, or neighborhood integration is present.
Social: The text does not mention community land trusts, cooperative housing, or public housing initiatives.
Market: There are no references to home-rental, mortgages, rent-to-own housing, or market-rate housing activities.
Urban: The project specifically targets Chongqing, which is an urban area, indicating the activities occur in a specific urban location.
Rural: The text does not describe activities taking place in rural locations."
USAID/OFDA GRANT FOR FIJI/CYCLONE-2016 Shelter and Settlements Intervention with IFRC in Fiji,72010,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,"Housing: The description includes 'Shelter and Settlements', which aligns with the provision of housing or upgrading inadequate housing, making it a match for this class.
Homelessness: There is no explicit mention of tents, encampments, or homeless shelters, so it does not fit this category.
Transitional: The context of post-disaster intervention suggests temporary supportive solutions but lacks specific terms like 'emergency shelters' or 'refugee camps', making it less clear as a match.
Incremental: There is no mention of slum upgrading, housing sites, or structural repairs specifically, so this class does not apply.
Social: The text does not reference community land trusts, cooperative housing, or public housing, ruling out this classification.
Market: No elements of home-rental, mortgages, rent-to-own housing, or market-rate housing are discussed, so it is not applicable here.
Urban: There is no explicit mention of specific urban locations in the activity description.
Rural: Similar to 'Urban', there is no specific indication of rural location activities within this text."
ACCORD CADRE CR 2017-2019 Construire des habitations durables à 350 ménages à Ronkh pour mieux les protéger contre les intempéries,16040,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Housing: The activity explicitly describes the construction of housing, fitting directly within this class.
Homelessness: There is no mention of tents, encampments, or homeless shelters, so it does not match this class.
Transitional: The text does not describe emergency shelters, refugee shelters, camps, or temporary supportive housing, so it is not a match.
Incremental: While the activity involves upgrading housing quality for weather protection, there's no explicit mention of slum upgrades or neighborhood integration. Thus, it doesn't fully meet this classification.
Social: There's no indication of community land trusts, cooperative housing, or public housing, so it does not match this class.
Market: The activity is focused on low-cost housing without mention of home-rental, mortgages, or market-rate housing; hence, it doesn't fit this category.
Urban: The description does not specify urban activities by location, thus it cannot be classified under 'Urban'.
Rural: Ronkh is implied to be a specific location but there's no clear indication that it is rural. Therefore, it doesn’t match strictly based on the given definition."
"ICRC - PROVISION OF SHELTER, FOOD, WATER AND SANITATION To deliver an effective response to the basic needs of vulnerable people impacted by the crisis in the North East of Nigeria. The programme will deliver humanitarian assistance in nutrition and food security, protection and Education in Emergencies, multi",99810,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,"Housing: The description mentions the provision of shelter, which directly aligns with the housing class definition. Therefore, it is a match for this category.
Homelessness: There is no mention of tents for the homeless, encampments, or specific shelters for homeless individuals, so it does not fit under homelessness.
Transitional: The text does not explicitly describe emergency shelters, refugee shelters, camps, or temporary supportive housing; hence, it doesn't match transitional housing.
Incremental: There is no mention of housing sites, services, technical assistance, slum upgrading, structural repairs, or neighborhood integration, so this class is not applicable.
Social: The description does not cover community land trusts, cooperative housing, or public housing. Thus, it doesn't fall under social housing.
Market: There is no reference to home-rental, mortgages, rent-to-own housing, or market-rate housing, ruling out this classification.
Urban: The text specifies the location as Northeastern Nigeria but does not explicitly define activities in specific urban areas. Therefore, it's not classified as urban-focused.
Rural: While the activity is located in Northeastern Nigeria, there is no explicit mention of rural-specific activities, so this class doesn't clearly apply."
"BUILDING HOST CENTRES FOR CHILDREN MONTE CARMELO Se quiere construir una casa de acogida para 60 niños dalits y de comunidades tribales. La intención no es solo dotarles de una vivienda digna, sino facilitarles el acceso a la educación. La mayoría de ellos no son huérfanos, pero sus padres viven en zonas rurales tan apartadas que no pueden desplazarse diariamente al colegio. El nuevo edificio se distribuiría en dos plantas y contaría con comedor, sala de estudio, dormitorio y taquillas. El proyecto consiste en: Construcción de dos salas, cada una de 10x20 m, división de la planta baja en dos espacios (comedor y sala de estudio), vestuario y dormitorio en la sala del primer piso.",11120,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,"Housing: The text describes the construction of a building meant to house children, which includes provisions like dormitories, comedor (dining area), and sala de estudio (study room), fitting within housing-related activities.
Homelessness: The project does not specifically address homelessness or provide shelters for homeless individuals; it focuses on children from communities with limited access due to rural isolation.
Transitional: There is no mention of the facility being temporary, such as emergency or refugee shelters, which means it doesn't fit into transitional housing.
Incremental: The project involves construction and site development but does not emphasize incremental improvements like slum upgrading or neighborhood integration; it's a new build.
Social: While the initiative supports marginalized children, there is no explicit mention of community land trusts, cooperative housing, or public housing models in its description.
Market: The project doesn't involve activities related to home-rental, mortgages, rent-to-own housing, or market-rate housing; it's a non-market, communal facility.
Urban: The text describes the children’s parents living in rural areas; hence, the activity is focused on addressing issues specific to these locations rather than urban environments.
Rural: The primary objective is to assist children from rural communities who cannot commute daily due to geographic constraints. This aligns with activities designated for rural settings."
"ACCESS TO DRINKING WATER IN 210 HOUSES IN THE TOWN OF PAXOT 2, QUICHE El proyecto pretende resolver la insalubridad de las viviendas de 210 familias de Paxot II, mediante la dotación de agua potable para reducir el impacto de las enfermedades derivadas del consumo de agua contaminada. El sistema de abastecimiento será por perforación de un pozo artesanal y el mantenimiento de la red mediante una cuota familiar mensual.",14030,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Housing: The text focuses on improving the insalubrity (unsanitary conditions) of homes by providing potable water but does not describe any direct provision or construction of housing itself. Thus, it's not a primary match for Housing.
Homelessness: There is no mention of tents, encampments, or shelters for homeless individuals, so Homelessness is not applicable.
Transitional: The description doesn't involve emergency shelters, refugee camps, or temporary housing solutions, making Transitional inapplicable.
Incremental: While improving living conditions aligns somewhat with incremental improvements to inadequate housing, the text does not specifically mention slum upgrading or structural repairs. Therefore, Incremental is a weak match at best.
Social: The project doesn't discuss community land trusts, cooperative housing, or public housing initiatives, so Social doesn't apply.
Market: There are no elements of home-rentals, mortgages, rent-to-own schemes, or market-rate housing involved, so Market is not relevant.
Urban: Although Paxot 2 may be a specific location, the text does not explicitly specify urban activities, leaving Urban as uncertain without more context on its setting.
Rural: Similarly, there is no explicit mention of rural-specific activities. Without clear indication that Paxot 2 is in a rural area, this classification remains speculative."
Fighting structural hindrances regarding the access to dignified living space in rural areas of Argentina,15150,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,"Housing: The text mentions 'access to dignified living space,' which aligns with the provision and upgrading of housing, although it does not explicitly mention specific housing activities.
Homelessness: There is no explicit mention of tents, encampments, or shelters for the homeless.
Transitional: The text does not describe emergency or temporary housing situations such as refugee camps or shelters.
Incremental: While there may be some overlap with 'dignified living space,' the text does not explicitly discuss slum upgrading or structural repairs.
Social: There is no mention of community land trusts, cooperative housing, or public housing specifically.
Market: The activity description does not refer to home-rental, mortgages, or market-rate housing.
Urban: The focus is on rural areas, so urban activities are not applicable here.
Rural: The text explicitly states the activity is taking place in rural areas of Argentina."
Support centre for street children in Bangladesh.,11120,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Housing: The text does not explicitly mention housing activities such as provision of shelter, construction of housing, or upgrading inadequate housing; thus, it is not a match.
Homelessness: While the activity involves support for street children who may lack stable living conditions, there's no explicit mention of tents for the homeless, encampments, or shelters specifically targeting homelessness.
Transitional: The text does not describe emergency shelters, refugee shelters, camps, or temporary supportive housing; hence, it is not a match.
Incremental: There is no mention of activities related to housing sites, technical assistance, slum upgrading, structural repairs, or neighborhood integration.
Social: No explicit description of community land trusts, cooperative housing, or public housing is provided in the text.
Market: The activity does not involve home-rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: While Bangladesh has urban areas where street children may be prevalent, there's no specific mention of activities being conducted exclusively in an urban setting within the text.
Rural: Similarly, the text does not specify that these activities are taking place in rural locations."
"THE WAY FORWARD FOR REFORMS IN THE HOUSING SECTOR: EMPOWERING GRASSROOT  HOMEOWNERS ASSOCIATIONS IN AZERBAIJAN, BELARUS, GEORGIA, MOLDOVA  AND UKRAINE The overall objective is to strengthen and promote the role of CSOs in grass-root decision-making processes in the housing sector in AZ, BY, GE, MD and UA.",16030,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Housing: The text refers to housing policy and the involvement of CSOs (civil society organizations) in decision-making processes related to the housing sector, which aligns with aspects such as housing policy and technical assistance for housing.
Homelessness: There is no mention of tents, encampments, or shelters specifically for the homeless; thus, it does not match this category.
Transitional: The text lacks references to emergency shelters, refugee camps, or temporary supportive housing, so it does not fit here.
Incremental: No explicit mention of slum upgrading, housing sites, structural repairs, or neighborhood integration is present in the description.
Social: While grassroots homeowners associations could relate to community-oriented activities, there's no specific mention of community land trusts, cooperative housing, or public housing, which are central to this category.
Market: The text does not explicitly discuss home-rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: There is no explicit reference to specific urban locations in the activity description.
Rural: Similarly, there are no specific rural location activities mentioned."
Provision of integrated health services for the newly arrived South Sudanese refuges in White Nile and South Kordofan,72010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Housing: The text does not mention any provision of housing, shelter, or related activities; hence it's not a match.
Homelessness: There is no explicit mention of tents, encampments, or shelters for the homeless in the description, so this class doesn't apply.
Transitional: The project involves newly arrived refugees, which could imply the need for emergency or transitional shelter, but there is no explicit mention of such facilities. Therefore, it's not a direct match.
Incremental: There are no indications of housing sites, services, technical assistance, slum upgrading, structural repairs, or neighborhood integration activities in the text.
Social: The description does not include community land trusts, cooperative housing, or public housing elements.
Market: The activity doesn't involve home-rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: There is no specific mention of urban locations within the text. It references regions but not explicitly urban activities.
Rural: Although White Nile and South Kordofan are geographical areas that could include rural settings, there's no explicit description of rural-focused activities in the text."
URBAN DEVELOPMENT AND POOR NEIGHBORHOOD UPGRADING PROJECT,14020,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,"Housing: The project involves neighborhood upgrading, which often includes improving housing conditions, making this a potential match.
Homelessness: There is no explicit mention of providing tents, encampments, or shelters for the homeless, so it does not fit here.
Transitional: No reference to emergency shelters, refugee camps, or temporary supportive housing is made, thus not applicable.
Incremental: The description mentions neighborhood upgrading, which aligns with slum upgrading and structural repairs in inadequate housing settings.
Social: There is no mention of community land trusts, cooperative housing, or public housing, so this does not match.
Market: No elements of home-rental, mortgages, rent-to-own housing, or market-rate housing are described, excluding it from this category.
Urban: The project specifically targets urban development, making it a clear fit for activities in specific urban locations.
Rural: There is no indication that the project involves rural areas, so this does not apply."
"UNRWA AGREEMENT 2017-2019 - UNRWA AGREEMENT 2017-2019 (NEW STRATEGY) The proposed interventions will provide humanitarian assistance to Palestine refugees in Jordan, Lebanon, Syria and Palestine affected by the armed conflict in Syria and armed conflict and occupation in Palestine.In response to the humanitarian needs created by the armed conflict in Syria, UNRWA will implement a humanitarian response meeting shelter, education, food security, non-food items, health, livelihoods and protection needs. UNRWA will provide humanitarian assistance to 450,000 refugees remaining in Syria and to the refugees that have fled to Lebanon (31,000 people) and Jordan (16,000 people).In response to the humanitarian needs created by armed conflict and occupation in the oPt, UNRWA will respond to shelter (emergency shelter repair and transitional shelter), education, food security, health, environmental health, livelihoods, psychosocial and protection needs.The total budget for UNRWA's Syria crisis appeal for 2017 was USD 411,005,236 to which Sida contributed SEK 40 million. The total budget for the UNRWA's oPt crisis appeal was USD 402,391,857 for 2017, to which Sida contributed SEK 30 million. The total budget for UNRWAs Emergency appeal for the Syria crisis 2018 is USD 408,958,394 to which Sida is proposed to contribute SEK 25 million. For the Emergency appeal for oPt the budget for 2018 is USD 398,806,944 to which Sida is proposed to contribute SEK 34 million.It is also agreed that Sida will contribute SEK 5 million in 2019 for UNRWA humanitarian interventions in the Syria and oPt crises.",72010,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,"Housing: The text mentions 'shelter repair' and 'transitional shelter,' which align with activities related to the provision of housing and upgrading inadequate housing.
Homelessness: No explicit mention of tents, encampments, or shelters specifically for the homeless is present in the description.
Transitional: The reference to 'emergency shelter repair and transitional shelter' directly relates to this category as it involves temporary supportive housing and refugee shelters.
Incremental: There are no mentions of activities related to housing sites, slum upgrading, or neighborhood integration.
Social: No mention of community land trusts, cooperative housing, or public housing is made in the text.
Market: The description does not include references to home rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: The text does not specify activities in specific urban locations.
Rural: Similarly, there are no explicit mentions of activities taking place in specific rural areas."
SHELTER AFRIQUE,73010,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,"Housing: The term 'shelter' suggests involvement in providing housing solutions, but it is not explicit about permanent housing construction or provision.
Homelessness: There is no mention of specific facilities for the homeless such as tents, encampments, or shelters, so this class does not match.
Transitional: Given that the activity occurs in a post-emergency context, it likely involves temporary solutions like emergency shelters or refugee camps, which aligns with transitional housing.
Incremental: There is no specific mention of activities related to slum upgrading, structural repairs, or neighborhood integration, so this class does not match.
Social: No information about community land trusts, cooperative housing, or public housing, thus this class does not match.
Market: The description lacks any reference to home-rental, mortgages, rent-to-own schemes, or market-rate housing, making this class irrelevant.
Urban: There is no mention of the activity being specifically located in an urban area, so this class does not match.
Rural: Similarly, there's no indication that the activities are focused on rural areas, hence this class does not apply."
"INTERNATIONAL ORGANIZATION FOR MIGRATION NATURAL DISASTER CONSORTIUM SPEND FOR INTERNATIONAL CLIMATE FUND (ICF) Support for up to three million of the most vulnerable people affected by natural disaster and conflict.  This will cover both immediate relief and early recovery interventions for shelter, food, non-food items, water and sanitation, livelihood and protection needs, depending on the emergency.   This programme will also support developments in the UN and local civil society which are required for humanitarian responses to be more locally owned and effective in future, as well as effective monitoring and evaluation, targeted active research and piloting.",41010,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,"Housing: The text explicitly mentions 'shelter' as part of the immediate relief and early recovery interventions for people affected by natural disasters. This aligns with the provision of housing or shelter in emergencies under the expanded definition.
Homelessness: There is no explicit mention of tents, encampments, or homeless shelters specifically for the homeless, so this class does not match.
Transitional: The text includes 'shelter' but lacks specific reference to emergency shelters, refugee shelters, refugee camps, or temporary supportive housing. Therefore, it does not explicitly fall under transitional.
Incremental: There is no mention of housing sites, housing services, technical assistance for housing, slum upgrading, structural repairs, or neighborhood integration, so this class does not match.
Social: The text does not refer to community land trusts, cooperative housing, or public housing. Thus, it does not fit the social category.
Market: There is no reference to home-rental, mortgages, rent-to-own housing, or market-rate housing, so this class does not match.
Urban: The activity description lacks any specific reference to urban locations; therefore, it does not clearly fall under the urban category.
Rural: Similarly, there are no explicit references to rural locations in the text. Thus, it doesn't qualify for classification as rural."
FONDS D'ETUDES ET D'EXPERTISE EN SORTIE DE CRISE POUR HAÏTI / FONDS D'ETUDES ET D'EXPERTISE SORTIEDE Appui à la réforme foncière et à la décentralisation,15110,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,"Housing: The description does not explicitly mention housing provision, shelter upgrading, or related activities; therefore, it is not a match.
Homelessness: There is no mention of tents, encampments, or shelters specifically for the homeless; hence, this class is not applicable.
Transitional: The text does not describe emergency shelters, refugee camps, or temporary supportive housing, so this is not a match.
Incremental: While land reform might indirectly affect housing conditions, there is no explicit mention of slum upgrading or neighborhood integration activities.
Social: The description lacks direct references to community land trusts, cooperative housing, or public housing.
Market: There are no specific mentions of home-rental, mortgages, rent-to-own housing, or market-rate housing in the text.
Urban: The activity title and description do not specify any urban locations; thus, this class does not apply.
Rural: Similar to 'urban,' there is no explicit mention of activities taking place in specific rural locations."
"STUDENT SCHOLARSHIPS DEVELOPING COUNTRIES PPCD2018 PROGR 47 PROGRAM FOR EMERGENCY COUNTRIES AND REFUGEES AND / OR ASYLUM SEEKERS Las crisis que padecen diversos países han creado situaciones de emergencia académica, con la grave alteración o quiebra de sus sistemas de educación superior y la aparición de grandes obstáculos que deben  enfrentar  sus  estudiantes  e  investigadores,  dando  lugar  a  la  necesidad  urgente  de proporcionarles  asistencia  para  que  puedan  continuar  con  sus  labores  académicas,  lo  que  resulta dramático  en  el  caso  del  colectivo  de  estudiantes, docentes  e  investigadores  refugiados  o demandantes de asilo por eses motivo desde la UGR se ha implementado un programa de ayudas para estas personas que nos vienen derivadas a través de Cruz Roja en Granada y se les ofrece ayudas económicas que dada su situación de precariedad es más alta que  para otros becarios de nuestro PPCD correspondiente, las ayudas son para alojamiento y manutención, exención de precios públicos y acceso a los servicios universitarios que necesiten. En este caso la intervención se refiere a 1 persona procedentes de MARRUECOS y que está cursando EL Máster universitario en hidraúlica ambiental.",43081,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,"Housing: The text mentions provision of financial aid specifically for 'alojamiento y manutención' (accommodation and sustenance), which aligns with providing shelter or upgrading inadequate housing.
Homelessness: There is no mention of tents, encampments, or shelters explicitly aimed at the homeless population.
Transitional: The scholarships include support for individuals in emergency situations and could be seen as a form of temporary supportive housing. However, there's no explicit reference to 'emergency shelters' or 'temporary supportive housing'.
Incremental: The text does not mention activities like slum upgrading, structural repairs, or neighborhood integration.
Social: There is no mention of community land trusts, cooperative housing, or public housing initiatives in the description.
Market: No reference to home-rentals, mortgages, rent-to-own housing, or market-rate housing is made.
Urban: The project does not specify activities limited to specific urban locations.
Rural: Similarly, there are no explicit mentions of rural location-based activities."
